"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","KGZ","Kyrgyzstan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.7,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","KGZ","Kyrgyzstan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.7,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","LAO","Lao People's Democratic Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.9,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LAO","Lao People's Democratic Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.9,,
"EUR","Europe","LVA","Latvia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","LVA","Latvia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.7,,
"ALL","All regions","LVA","Latvia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","LVA","Latvia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",61.7,,
"ASI","Asia","LBN","Lebanon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","LBN","Lebanon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.7,,
"ALL","All regions","LBN","Lebanon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBN","Lebanon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.7,,
"AFR","Africa","LSO","Lesotho","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","LSO","Lesotho","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"ALL","All regions","LSO","Lesotho","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","LSO","Lesotho","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"AFR","Africa","LBR","Liberia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBR","Liberia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"ALL","All regions","LBR","Liberia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBR","Liberia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"AFR","Africa","LBY","Libya","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBY","Libya","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"EUR","Europe","LTU","Lithuania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","LTU","Lithuania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"ALL","All regions","LTU","Lithuania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","LTU","Lithuania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"EUR","Europe","MKD","North Macedonia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","MKD","North Macedonia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.3,,
"ALL","All regions","MKD","North Macedonia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MKD","North Macedonia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.3,,
"AFR","Africa","MDG","Madagascar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MDG","Madagascar","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.5,,
"ALL","All regions","MDG","Madagascar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MDG","Madagascar","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.5,,
"AFR","Africa","MWI","Malawi","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","MWI","Malawi","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"ALL","All regions","MWI","Malawi","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MWI","Malawi","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63.3,,
"ASI","Asia","MYS","Malaysia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MYS","Malaysia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MDV","Maldives","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MDV","Maldives","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MLI","Mali","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MLI","Mali","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",37.2,,
"ALL","All regions","MLI","Mali","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MLI","Mali","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",37.2,,
"EUR","Europe","MLT","Malta","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","MLT","Malta","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.7,,
"ALL","All regions","MLT","Malta","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","MLT","Malta","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.7,,
"AFR","Africa","MRT","Mauritania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MRT","Mauritania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",37.9,,
"ALL","All regions","MRT","Mauritania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MRT","Mauritania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",37.9,,
"AFR","Africa","MUS","Mauritius","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MUS","Mauritius","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.1,,
"ALL","All regions","MUS","Mauritius","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MUS","Mauritius","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.1,,
"EUR","Europe","MDA","Moldova","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","MDA","Moldova","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.1,,
"ALL","All regions","MDA","Moldova","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","MDA","Moldova","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.1,,
"ASI","Asia","MNG","Mongolia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","MNG","Mongolia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.1,,
"ALL","All regions","MNG","Mongolia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MNG","Mongolia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.1,,
"AFR","Africa","MAR","Morocco","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MAR","Morocco","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52,,
"ALL","All regions","MAR","Morocco","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MAR","Morocco","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52,,
"AFR","Africa","MOZ","Mozambique","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","MOZ","Mozambique","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ALL","All regions","MOZ","Mozambique","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","MOZ","Mozambique","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ASI","Asia","MMR","Myanmar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MMR","Myanmar","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.1,,
"ALL","All regions","MMR","Myanmar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MMR","Myanmar","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.1,,
"AFR","Africa","NAM","Namibia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NAM","Namibia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.3,,
"ALL","All regions","NAM","Namibia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NAM","Namibia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.3,,
"ASI","Asia","NPL","Nepal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","NPL","Nepal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.6,,
"ALL","All regions","NPL","Nepal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NPL","Nepal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.6,,
"AME","Americas","NIC","Nicaragua","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","NIC","Nicaragua","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.8,,
"ALL","All regions","NIC","Nicaragua","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","NIC","Nicaragua","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.8,,
"AFR","Africa","NER","Niger","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","NER","Niger","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.4,,
"ALL","All regions","NER","Niger","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","NER","Niger","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.4,,
"AFR","Africa","NGA","Nigeria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NGA","Nigeria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.1,,
"ALL","All regions","NGA","Nigeria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NGA","Nigeria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.1,,
"ASI","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.3,,
"ALL","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56.3,,
"ASI","Asia","OMN","Oman","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","OMN","Oman","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PAK","Pakistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PAK","Pakistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.4,,
"ALL","All regions","PAK","Pakistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PAK","Pakistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.4,,
"AME","Americas","PAN","Panama","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","PAN","Panama","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"ALL","All regions","PAN","Panama","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","PAN","Panama","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"ASI","Asia","PNG","Papua New Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","PNG","Papua New Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","PRY","Paraguay","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","PRY","Paraguay","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.5,,
"ALL","All regions","PRY","Paraguay","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","PRY","Paraguay","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.5,,
"AME","Americas","PER","Peru","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","PER","Peru","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.7,,
"ALL","All regions","PER","Peru","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","PER","Peru","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.7,,
"ASI","Asia","PHL","Philippines","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","PHL","Philippines","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.8,,
"ALL","All regions","PHL","Philippines","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","PHL","Philippines","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",57.8,,
"ASI","Asia","QAT","Qatar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","QAT","Qatar","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"EUR","Europe","ROU","Romania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","ROU","Romania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.5,,
"ALL","All regions","ROU","Romania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ROU","Romania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.5,,
"EUR","Europe","RUS","Russia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","RUS","Russia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",64.9,,
"ALL","All regions","RUS","Russia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","RUS","Russia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",64.9,,
"AFR","Africa","RWA","Rwanda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","RWA","Rwanda","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ALL","All regions","RWA","Rwanda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","RWA","Rwanda","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ASI","Asia","WSM","Samoa","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","WSM","Samoa","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","STP","Sao Tome and Principe","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","STP","Sao Tome and Principe","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","SAU","Saudi Arabia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SAU","Saudi Arabia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.3,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",38.3,,
"AFR","Africa","SYC","Seychelles","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYC","Seychelles","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.4,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.4,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.4,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.4,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.7,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.7,,
"ASI","Asia","SLB","Solomon Islands","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SLB","Solomon Islands","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","SOM","Somalia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SOM","Somalia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.9,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.9,,
"AFR","Africa","SDN","Sudan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SDN","Sudan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SWZ","Eswatini","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SWZ","Eswatini","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","SYR","Syrian Arab Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYR","Syrian Arab Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.3,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.3,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.7,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.7,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.7,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.7,,
"ASI","Asia","TLS","Timor-Leste","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TLS","Timor-Leste","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",40.3,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",40.3,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.4,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.4,,
"ASI","Asia","TKM","Turkmenistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","TKM","Turkmenistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.5,,
"ALL","All regions","UKR","Ukraine","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","UKR","Ukraine","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.5,,
"ASI","Asia","ARE","United Arab Emirates","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ARE","United Arab Emirates","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","URY","Uruguay","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","URY","Uruguay","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.8,,
"ALL","All regions","URY","Uruguay","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","URY","Uruguay","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.8,,
"ASI","Asia","UZB","Uzbekistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","UZB","Uzbekistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"ALL","All regions","UZB","Uzbekistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","UZB","Uzbekistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.6,,
"AME","Americas","VEN","Venezuela","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","VEN","Venezuela","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60,,
"ALL","All regions","VEN","Venezuela","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","VEN","Venezuela","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60,,
"ASI","Asia","VNM","Viet Nam","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","VNM","Viet Nam","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56,,
"ALL","All regions","VNM","Viet Nam","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","VNM","Viet Nam","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56,,
"ASI","Asia","YEM","Yemen","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","YEM","Yemen","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.6,,
"ALL","All regions","YEM","Yemen","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","YEM","Yemen","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.6,,
"AFR","Africa","ZMB","Zambia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ZMB","Zambia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.4,,
